"TARGET_WINS","TEAM_BATTING_2B","TEAM_BATTING_3B","TEAM_BATTING_HR","TEAM_BATTING_BB","TEAM_BATTING_SO","TEAM_BASERUN_SB","TEAM_PITCHING_H","TEAM_PITCHING_BB","TEAM_PITCHING_SO","TEAM_FIELDING_E","TEAM_FIELDING_DP","TEAM_BATTING_1B"
82,300,44,178,495,1072,118,1664,557,1206,129,129,957
76,267,19,175,523,1090,108,1388,523,1090,104,147,927
68,269,39,127,451,1003,116,1444,451,1003,115,117,1009
89,248,34,211,597,1215,65,1476,593,1208,100,106,992
67,255,35,189,571,1170,60,1411,571,1170,139,135,932
65,272,23,183,632,1120,93,1426,632,1120,100,139,948
88,268,32,194,577,1077,67,1409,577,1077,109,113,915
67,259,29,200,585,1269,63,1351,585,1269,114,144,863
88,302,24,172,492,1158,73,1431,492,1158,106,157,933
89,308,29,235,489,1080,66,1508,489,1080,86,126,936
79,323,23,194,419,920,65,1506,419,920,101,136,966
66,271,46,166,395,928,121,1496,395,928,106,122,1013
92,239,53,55,547,679,180,1454,575,714,262,119,1035
92,197,82,53,473,629,172,1500,504,670,242,109,1075
89,236,112,37,582,485,326,1833,688,574,582,109,1165
89,206,60,17,497,461,320,1824,601,557,313,151,1226
71,208,58,17,384,635,213,1611,454,751,351,101,1079
98,213,59,12,468,654,207,1378,499,687,231,68,1009
100,163,56,8,486,661,230,1305,521,696,261,86,989
93,160,35,5,452,600,188,1387,485,633,249,108,1093
94,155,44,3,493,668,223,1280,525,699,248,87,999
83,155,60,4,470,678,225,1261,501,708,263,108,964
83,192,99,21,413,403,216,1612,443,430,274,105,1191
83,167,70,26,424,586,166,1294,452,625,272,111,951
74,169,75,20,429,641,176,1334,451,674,303,95,1004
98,171,107,26,613,605,245,1404,645,636,234,100,1031
94,204,105,18,470,622,207,1413,494,654,216,141,1016
105,160,85,19,549,504,230,1418,578,530,210,123,1084
74,178,72,10,490,468,152,1804,640,611,218,128,1121
101,277,103,39,495,371,118,1742,521,390,204,149,1237
65,255,86,37,468,499,102,1669,492,525,209,163,1209
81,256,65,47,507,487,112,1619,533,512,161,139,1171
73,267,60,44,560,482,201,1619,589,507,190,145,1168
70,269,61,43,640,443,146,1695,678,469,244,144,1228
83,315,62,40,696,426,136,1640,732,448,208,170,1142
86,332,64,34,589,403,128,1691,624,427,170,129,1167
74,302,65,38,522,412,95,1606,553,436,191,139,1112
76,243,81,25,493,513,146,1555,519,540,194,157,1129
63,256,79,39,453,465,116,1598,483,496,203,163,1125
65,269,95,66,409,504,78,1656,430,530,245,143,1144
59,252,73,29,511,471,100,1596,541,499,260,139,1153
53,294,60,39,492,414,95,1641,528,444,286,182,1137
72,249,57,46,581,449,46,1689,627,485,201,154,1212
56,253,43,76,602,558,38,1585,642,595,221,134,1115
79,279,45,79,618,432,49,1658,659,460,155,142,1153
87,303,60,64,734,447,71,1838,787,480,180,187,1286
90,295,80,70,578,470,74,1636,608,494,183,182,1110
71,262,60,73,563,535,61,1724,616,586,213,170,1180
89,231,59,67,609,528,119,1605,641,555,176,147,1169
86,250,66,77,522,599,55,1659,549,630,195,131,1184
81,258,49,49,536,501,96,1522,564,527,189,153,1091
72,234,39,27,544,467,125,1456,595,511,189,158,1030
86,203,48,35,590,611,182,1435,621,643,175,176,1078
75,221,58,24,462,471,69,1446,486,495,193,162,1072
77,222,60,24,511,508,85,1572,556,552,196,151,1140
78,217,46,39,527,631,82,1510,554,664,182,179,1133
74,222,43,56,518,554,96,1494,545,583,163,189,1099
54,183,42,59,634,563,49,1480,676,600,164,188,1105
63,181,49,98,580,595,20,1514,610,626,142,190,1111
85,241,67,90,627,551,104,1607,660,580,159,185,1130
85,209,40,84,569,548,64,1479,599,576,129,166,1073
94,238,56,78,632,558,77,1489,665,587,131,151,1043
99,214,49,99,635,564,103,1530,668,593,114,157,1092
96,215,38,122,596,626,73,1551,627,659,117,155,1099
89,229,45,135,651,694,74,1562,685,730,128,168,1076
95,219,43,112,666,784,115,1515,701,825,113,178,1066
86,201,44,106,545,704,106,1492,573,741,119,168,1067
99,231,48,102,610,667,119,1466,642,702,137,148,1013
92,255,40,118,596,682,128,1552,627,717,115,184,1062
86,216,46,138,550,612,100,1475,550,612,128,138,1075
85,250,56,92,620,674,76,1415,620,674,110,153,1017
94,208,40,114,571,896,64,1379,571,896,130,163,1017
98,184,40,106,562,902,75,1356,562,902,122,164,1026
95,200,38,125,533,916,50,1354,533,916,126,156,991
83,193,40,87,476,872,153,1235,476,872,160,149,915
89,181,34,89,480,849,124,1209,480,849,137,149,905
67,169,33,71,397,840,90,1233,397,840,151,152,960
68,210,27,112,552,844,54,1346,552,844,122,163,997
56,192,20,123,477,872,53,1394,477,872,165,187,1059
79,185,30,138,562,870,83,1346,562,870,160,128,993
92,179,29,114,538,1042,105,1337,566,1096,142,143,949
77,228,38,111,537,952,83,1400,537,952,144,165,1023
81,228,23,137,525,869,65,1530,532,880,149,190,1123
75,210,38,95,615,805,102,1418,619,810,141,156,1066
64,210,46,73,474,744,121,1428,477,749,131,156,1090
90,254,52,192,559,666,42,1568,559,666,159,125,1070
71,222,41,107,412,629,84,1441,415,633,139,131,1062
74,294,33,129,460,676,98,1543,466,684,175,144,1068
71,258,38,92,404,678,69,1444,409,686,173,164,1038
83,206,41,116,492,792,131,2294,752,1210,133,173,1138
87,266,52,136,533,866,136,1523,533,866,154,173,1069
99,270,42,157,527,888,165,1439,527,888,120,158,970
74,225,38,172,523,883,109,1360,523,883,122,160,925
85,247,37,146,471,843,108,1386,471,843,111,152,956
72,197,34,121,487,940,115,1335,487,940,117,142,983
77,283,36,173,487,971,138,1427,487,971,115,174,935
71,225,35,133,449,914,99,1343,452,920,155,178,942
69,264,36,95,467,878,98,1511,470,883,152,177,1107
94,251,44,106,478,903,140,1393,478,903,124,169,992
87,226,39,139,610,896,134,1464,610,896,116,151,1060
86,269,36,110,622,784,160,1434,622,784,129,134,1019
94,228,44,162,604,834,106,1454,604,834,112,153,1020
96,251,56,173,713,814,110,2328,1022,1167,113,130,1144
77,284,42,164,648,863,124,1793,729,971,122,147,1104
85,284,33,195,701,927,105,1586,701,927,109,145,1074
80,291,38,198,551,916,127,1516,551,916,140,161,989
75,300,37,163,502,815,111,1583,505,820,137,149,1073
95,325,33,216,591,960,119,1615,591,960,133,190,1041
83,300,29,214,520,998,123,1463,520,998,118,149,920
81,289,29,217,555,952,75,1475,555,952,97,157,940
86,303,19,220,519,916,77,1445,519,916,93,154,903
90,291,20,236,502,1056,93,1586,502,1056,90,145,1039
101,202,122,56,230,431,268,2627,380,712,595,105,1209
101,162,143,54,229,600,312,2290,340,892,612,95,1182
91,156,111,38,221,608,303,2188,320,879,603,99,1208
76,170,112,53,439,743,217,1688,515,872,681,118,1103
97,215,122,44,458,439,632,1850,550,527,581,56,1161
97,160,99,39,417,671,567,1697,504,811,551,63,1106
89,230,112,61,527,596,538,1775,614,695,513,74,1120
95,184,147,33,531,463,383,1814,652,568,468,92,1114
66,175,106,47,490,519,289,1619,579,614,484,106,1041
89,167,81,48,543,512,292,1502,586,553,434,113,1095
82,204,82,37,673,324,301,1914,852,410,406,121,1189
69,279,83,76,633,314,268,2133,789,391,523,132,1274
82,293,131,45,516,310,406,2166,643,386,470,98,1269
93,269,85,27,466,268,238,1975,572,329,335,122,1228
98,221,108,20,485,320,176,1645,517,341,346,128,1194
90,210,113,14,524,319,246,1678,566,345,366,119,1217
72,207,97,38,388,476,213,1813,452,555,397,140,1214
86,266,107,33,470,329,168,1900,548,434,364,98,1224
93,200,97,22,422,496,190,1493,447,510,319,86,1091
84,169,107,29,460,385,192,1570,487,394,328,129,1178
69,150,76,17,424,591,182,1379,455,622,279,104,1042
70,133,95,16,394,561,167,1374,417,584,240,125,1054
77,136,81,15,391,703,206,1227,411,724,268,76,934
79,158,83,24,556,542,326,1467,585,570,306,108,1130
79,194,94,22,507,521,263,1469,537,552,262,108,1077
68,180,102,29,485,613,239,1501,514,649,266,110,1107
63,149,67,17,464,660,236,1303,488,694,330,119,1006
75,204,88,16,379,539,164,1464,399,567,236,156,1084
64,198,93,15,383,607,166,1498,406,643,241,133,1109
82,206,105,27,328,502,161,1533,345,528,260,126,1119
86,209,106,19,385,383,162,1898,487,485,243,161,1166
111,156,96,23,469,426,165,1612,543,493,176,113,1118
87,179,80,19,404,389,167,1605,428,412,212,132,1238
74,234,100,21,397,326,124,1594,420,345,204,147,1150
90,238,104,47,459,401,137,1727,483,422,216,155,1253
96,249,100,47,462,386,101,1666,486,406,212,151,1188
88,250,118,38,370,354,109,1726,392,375,230,150,1224
85,234,95,47,433,346,114,1671,458,366,215,170,1202
79,235,82,31,426,352,66,1614,451,373,175,169,1176
83,244,71,34,411,352,88,1646,438,375,173,207,1195
69,271,83,36,433,365,141,1636,455,384,170,156,1165
62,279,70,78,468,514,50,1633,492,541,169,173,1125
61,254,74,22,424,487,25,1593,446,512,174,204,1164
63,279,72,49,459,459,37,1581,483,483,187,136,1103
62,222,39,36,372,377,32,1439,396,402,189,148,1053
56,244,70,59,336,571,36,1644,360,613,194,146,1159
72,258,72,77,415,579,76,1573,439,613,216,147,1079
78,236,77,86,431,614,72,1634,453,646,201,158,1154
59,226,62,77,460,616,56,1471,484,648,219,146,1033
89,271,62,119,395,559,21,1744,427,604,183,144,1163
102,283,63,103,526,566,48,1653,553,595,167,179,1122
106,280,40,94,480,533,76,1600,508,564,124,167,1097
93,224,35,67,502,450,72,1425,528,473,158,155,1029
81,211,42,70,515,585,45,1381,549,623,187,168,973
94,241,33,54,445,411,54,1483,468,432,145,161,1082
64,232,27,59,412,560,75,1457,433,589,154,145,1067
70,217,35,68,519,635,86,1397,546,668,160,202,1008
77,255,45,100,567,558,48,1518,596,587,143,141,1043
68,234,39,110,506,620,44,1419,536,656,162,143,957
65,278,37,90,451,588,33,1575,474,619,143,158,1092
70,272,29,105,534,526,39,1531,565,557,148,140,1040
72,226,35,93,437,607,46,1449,460,639,147,148,1023
73,223,47,109,505,746,34,1442,531,785,113,153,992
72,200,36,175,510,737,26,1545,536,775,136,185,1058
79,227,29,190,585,691,54,1576,615,727,146,178,1052
84,264,35,197,574,791,54,1606,604,832,113,146,1031
80,255,42,129,602,805,64,1504,633,847,104,156,1004
78,271,36,169,525,803,68,1602,552,845,133,165,1047
70,242,42,147,539,903,77,1465,567,950,131,163,962
98,260,37,166,445,801,74,1564,468,843,141,130,1024
98,252,40,167,498,903,66,1523,498,903,143,144,1064
86,225,44,122,474,960,92,1333,474,960,135,127,942
92,220,38,130,457,974,90,1383,457,974,130,137,995
89,268,61,183,538,1003,82,1544,538,1003,117,142,1032
77,235,33,151,399,888,71,1470,404,899,124,135,1033
87,251,54,109,372,969,92,1366,372,969,121,124,952
102,253,45,191,547,984,115,1498,547,984,151,173,1009
79,203,28,138,438,907,59,1306,438,907,103,174,937
99,232,34,137,639,947,148,1398,639,947,115,162,995
98,271,35,135,693,940,146,1437,693,940,134,151,996
108,278,37,124,691,916,168,1515,691,916,102,173,1076
102,271,63,141,681,902,210,1599,681,902,102,157,1124
88,269,42,181,600,911,170,1513,600,911,95,154,1021
93,272,32,137,640,905,138,1396,644,911,135,121,946
91,268,31,133,618,908,100,1463,622,914,125,153,1022
89,256,45,113,537,852,156,1445,537,852,106,144,1031
99,285,36,96,563,830,87,2187,845,1245,120,149,1041
61,228,34,82,470,817,131,1375,470,817,128,158,1031
74,236,35,107,588,1006,154,1274,588,1006,114,121,896
70,238,30,106,566,978,160,1342,566,978,139,116,968
90,251,34,115,580,861,160,1403,584,866,122,143,994
86,237,35,144,586,920,177,1404,586,920,140,160,988
84,262,29,192,514,928,169,1478,514,928,128,137,995
88,248,25,123,482,928,208,1350,485,934,122,132,946
75,243,28,128,493,1028,128,1362,493,1028,121,108,963
91,284,40,125,466,913,166,1466,466,913,102,126,1017
90,281,44,99,563,888,125,1418,563,888,96,128,994
73,261,28,137,485,1025,142,1457,485,1025,120,133,1031
96,312,39,181,584,1064,214,1679,657,1197,89,158,960
81,259,36,191,604,1134,171,1398,604,1134,121,145,912
76,269,27,142,518,1113,190,1386,518,1113,106,129,948
77,298,28,138,608,1107,95,1441,608,1107,122,142,977
95,310,37,208,566,1118,163,1518,563,1111,104,136,972
85,302,36,200,559,995,99,1545,559,995,111,156,1007
66,304,22,176,468,1172,103,1464,468,1172,138,136,962
78,297,21,169,583,1188,116,1386,583,1188,120,169,899
69,239,21,182,524,1326,80,1349,524,1326,141,152,907
76,287,28,194,599,1335,77,1380,599,1335,113,123,871
73,335,15,222,611,1303,72,1453,611,1303,104,133,881
80,291,12,217,614,1192,124,1419,614,1192,128,139,899
70,170,94,45,693,624,266,2200,1123,1011,630,120,1049
64,235,81,14,289,388,149,1861,344,462,392,118,1232
82,295,81,39,367,424,167,1988,437,505,342,114,1254
89,267,110,36,300,689,203,1694,347,797,373,115,1051
92,241,97,29,329,766,191,1543,353,822,274,92,1071
80,222,76,19,301,607,198,1458,317,625,245,88,1069
94,254,77,13,349,389,215,1699,370,406,230,118,1261
91,194,72,12,357,628,206,1387,380,654,281,146,1023
75,183,86,11,300,627,184,1364,318,647,293,116,1008
85,252,86,21,375,382,221,1682,397,390,320,114,1230
79,232,82,13,431,444,205,1573,456,457,303,131,1159
92,220,79,17,448,594,204,1533,477,633,258,132,1122
54,188,74,11,476,725,177,1415,504,768,316,126,1063
61,180,84,21,522,726,147,1375,556,774,290,87,1005
81,245,69,17,549,636,168,1399,578,669,244,137,999
93,229,67,14,578,627,221,1355,608,660,255,143,978
93,225,85,11,626,492,210,1764,799,628,264,105,1062
98,296,84,28,580,428,132,1723,676,499,234,119,1070
103,316,100,37,604,399,77,1742,635,420,195,130,1203
99,373,95,44,655,396,53,1832,689,417,215,130,1230
82,337,77,34,583,348,94,1708,613,366,211,147,1176
87,319,79,62,670,407,84,1787,709,431,240,151,1228
71,324,62,43,521,393,89,1771,552,416,213,138,1244
74,300,61,55,547,399,95,1785,575,420,223,154,1281
93,350,52,28,479,349,93,1692,504,367,181,161,1178
70,340,55,28,403,388,67,1650,427,411,214,155,1135
65,315,64,36,397,448,53,1699,418,471,232,197,1200
86,313,84,66,483,387,80,1732,515,412,211,173,1162
85,377,62,76,515,485,54,1830,542,510,247,164,1225
82,338,73,75,584,455,66,1784,614,479,243,150,1210
93,330,79,83,603,484,55,1754,643,516,201,137,1154
80,234,83,54,481,457,39,1573,516,490,168,136,1095
87,320,80,108,600,580,82,1659,631,610,165,161,1069
92,320,95,120,586,645,88,1711,625,687,162,155,1070
92,306,83,89,586,604,76,1648,616,635,189,156,1089
94,302,64,106,546,628,56,1574,574,661,156,173,1024
79,262,88,108,539,636,66,1494,567,669,149,166,962
79,235,61,53,526,572,73,1487,553,602,171,184,1065
87,260,48,58,600,552,50,1507,635,584,166,194,1057
82,241,54,73,564,646,21,1559,630,722,141,166,1027
72,245,59,83,532,733,60,1422,560,771,155,155,965
84,246,54,118,528,641,31,1540,555,674,109,187,1046
101,253,56,162,675,601,56,1675,705,628,119,191,1132
94,204,61,118,632,562,46,1503,665,591,108,202,1046
97,234,48,173,729,656,42,1568,767,690,136,158,1036
98,219,37,147,637,665,55,1490,670,700,141,159,1013
97,211,31,168,641,718,35,1578,674,755,133,207,1090
117,198,41,164,670,703,32,1514,705,740,135,156,1036
98,205,33,156,761,752,29,1466,801,791,114,160,1000
93,209,24,161,716,804,42,1390,753,846,136,137,927
80,211,28,148,626,832,42,1462,663,881,156,163,994
82,222,33,170,523,867,53,1502,554,918,161,181,994
94,227,26,176,455,758,35,1538,479,797,134,145,1033
78,259,39,151,495,724,34,1511,498,728,140,143,1053
80,202,22,180,502,939,35,1341,502,939,139,168,937
79,214,29,169,469,1102,59,1314,469,1102,143,129,902
79,208,22,164,500,1063,79,1386,500,1063,118,149,992
81,156,25,155,450,914,53,1300,450,914,138,132,964
75,213,35,131,413,984,53,1282,413,984,115,138,903
87,211,36,75,430,863,116,1282,433,868,127,131,952
62,174,24,120,538,912,86,1288,541,918,143,154,962
76,197,23,183,503,909,25,1358,503,909,133,168,955
60,200,20,109,467,868,57,1303,467,868,116,159,974
75,194,19,95,436,791,51,1316,453,821,115,163,959
71,205,29,158,471,793,60,1429,471,793,138,174,1037
77,201,19,131,432,756,79,1395,432,756,143,157,1044
80,205,25,156,535,680,108,1463,545,693,137,159,1050
83,193,39,87,488,643,76,1477,497,655,123,162,1131
70,227,46,108,497,711,65,1453,506,724,123,145,1045
82,207,29,139,661,791,144,1406,665,796,127,150,1022
80,224,41,90,625,633,119,1555,633,641,106,145,1181
82,236,33,61,539,596,187,2281,848,937,137,143,1120
70,249,31,86,605,691,109,1451,605,691,122,174,1085
75,222,39,123,600,815,126,1498,600,815,146,163,1114
60,254,31,116,492,817,132,1465,492,817,141,161,1064
84,270,45,157,456,944,141,1620,456,944,156,148,1148
61,267,30,187,489,977,140,1476,489,977,152,128,992
78,235,28,134,416,866,97,1435,416,866,124,131,1038
73,221,26,127,499,934,74,1340,499,934,118,126,966
77,266,41,110,458,836,107,1465,458,836,117,146,1048
57,236,26,79,449,888,84,1390,449,888,142,150,1049
76,227,24,127,448,885,144,1495,448,885,141,176,1117
76,264,31,141,488,843,159,1547,488,843,148,174,1111
95,344,29,239,548,902,188,2394,786,1293,129,171,1058
113,314,26,233,610,862,149,1850,686,970,114,160,1071
100,337,23,219,675,849,161,1685,679,854,125,157,1096
87,303,22,221,621,961,119,1609,625,967,109,160,1053
97,309,32,209,743,1099,147,1629,743,1099,106,153,1079
90,310,30,221,685,1057,113,1639,685,1057,72,149,1078
91,294,37,212,577,1076,79,1559,577,1076,107,137,1016
74,255,26,192,542,1000,52,1349,542,1000,113,161,876
68,296,26,158,466,1062,86,1413,466,1062,126,178,933
80,345,29,184,606,1009,94,1565,606,1009,106,152,1007
93,337,30,207,503,1093,62,1522,503,1093,106,156,948
78,351,27,196,556,1204,55,1576,556,1204,118,165,1002
69,265,117,34,634,430,224,2132,790,536,663,133,1295
70,201,112,42,595,715,357,1719,698,839,573,103,1109
96,192,93,19,659,673,427,1790,797,814,475,98,1177
72,182,72,24,626,627,331,1556,740,741,448,107,1038
48,220,95,17,464,573,439,1789,574,709,712,84,1115
61,157,72,15,387,686,433,1621,475,842,589,82,1077
54,162,72,26,610,582,187,1616,749,714,497,129,1057
76,213,103,26,605,541,282,1758,705,631,565,117,1166
101,213,104,28,600,583,245,1625,652,634,441,122,1150
92,281,124,41,673,290,319,2283,852,367,492,123,1358
85,303,113,46,591,378,276,2274,742,475,432,127,1349
105,242,83,36,588,450,233,2209,733,561,434,138,1412
101,262,91,35,552,400,221,2344,699,506,354,140,1464
85,237,109,20,538,425,224,2101,665,526,318,130,1333
88,176,61,20,593,333,101,1630,645,362,322,151,1242
21,149,53,13,304,295,134,1475,320,310,408,131,1187
43,184,73,14,152,541,356,2661,308,1096,865,99,1043
67,278,59,142,388,944,146,1507,388,944,167,149,1028
87,291,48,225,545,1061,141,1780,613,1194,120,164,1018
83,297,37,221,527,1108,201,1607,527,1108,149,167,1052
83,269,40,239,562,1060,137,1611,562,1060,111,202,1063
77,333,36,183,469,949,67,1640,469,949,102,193,1088
72,305,39,223,508,863,70,1644,508,863,118,186,1077
82,320,53,161,601,907,131,1664,601,907,94,176,1130
73,324,61,213,511,1027,132,1663,511,1027,96,167,1065
73,283,41,152,497,1043,103,1508,497,1043,112,158,1032
74,330,31,198,619,1134,63,1472,619,1134,116,165,913
68,331,34,202,568,1181,44,1531,568,1181,89,161,964
67,280,34,150,509,1103,65,1477,509,1103,118,158,1013
76,325,54,157,561,1108,85,1504,561,1108,91,190,968
106,182,97,40,227,744,398,2445,350,1148,821,89,1266
89,216,96,35,456,415,245,1877,547,498,492,152,1217
77,193,108,14,348,627,152,1744,415,747,335,98,1149
66,164,74,12,367,677,119,1398,391,722,291,98,1062
84,201,57,14,397,664,137,1355,420,686,280,85,1008
77,167,70,11,362,599,224,1412,394,640,282,94,1051
95,211,91,20,339,513,175,1510,359,527,316,101,1104
94,242,101,32,495,317,290,1708,521,317,328,82,1249
73,200,91,20,561,404,286,1543,594,413,349,96,1146
70,191,107,25,525,530,231,1507,556,561,314,111,1100
85,206,89,26,590,569,223,1478,625,602,302,107,1075
92,212,101,18,573,556,200,1517,603,585,222,116,1111
83,216,82,26,511,504,173,1476,541,534,248,101,1070
71,181,72,17,581,489,158,1758,747,629,273,99,1097
93,257,97,27,496,494,140,1766,574,572,237,94,1145
64,240,76,32,504,411,80,1558,530,432,241,100,1133
83,263,92,57,558,398,82,1816,587,419,202,142,1314
87,284,73,43,627,405,92,1747,660,426,210,108,1261
90,331,80,37,639,421,105,1775,672,443,196,149,1239
85,291,88,53,673,406,102,1794,708,427,180,150,1273
72,279,102,65,493,461,119,1634,519,485,223,147,1107
74,357,102,116,548,522,100,1849,576,549,255,157,1183
79,313,95,86,485,534,103,1664,510,562,198,164,1088
64,307,73,45,505,492,123,1612,531,518,232,146,1107
82,312,86,86,521,561,111,1703,559,602,200,165,1103
106,367,56,78,672,555,131,1819,707,584,164,158,1228
100,323,89,114,673,489,75,1811,722,525,135,165,1162
87,343,58,99,673,486,77,1813,708,511,162,167,1223
94,325,65,158,690,748,94,1783,726,787,155,157,1147
88,230,55,144,729,611,80,1586,767,643,155,181,1079
85,291,70,130,652,623,93,1645,686,655,208,155,1073
95,328,68,141,698,585,69,1714,734,615,204,122,1092
79,260,58,85,633,614,45,1562,666,646,196,136,1082
82,210,49,81,508,582,42,1551,534,612,186,137,1134
93,231,46,63,560,526,64,1555,589,553,200,194,1138
93,240,50,82,547,564,64,1508,579,597,167,183,1052
97,223,43,114,654,648,68,1519,688,682,163,145,1064
89,246,44,108,802,594,55,1508,844,625,163,149,1036
82,230,61,82,706,530,23,1545,743,558,163,150,1096
92,226,54,93,790,528,41,1555,831,555,139,183,1105
100,300,53,120,760,505,24,1680,799,531,126,204,1124
77,243,37,109,598,552,39,1563,629,581,171,175,1097
53,200,39,108,582,636,28,1414,612,669,157,153,997
72,226,43,95,518,634,50,1495,545,667,134,138,1057
83,222,40,137,674,613,43,1557,709,645,146,167,1081
86,220,53,158,677,650,45,1654,712,684,147,159,1141
82,236,39,122,530,676,38,1522,558,711,127,159,1050
81,241,43,115,487,713,50,1532,512,750,112,147,1057
75,198,36,158,669,766,69,1376,704,806,144,145,916
101,215,53,180,673,867,98,1481,673,867,146,147,1033
86,192,36,210,655,900,69,1368,659,906,157,115,922
79,195,36,148,592,908,73,1388,592,908,113,124,1009
85,199,57,157,517,912,60,1394,517,912,109,137,981
89,190,27,162,554,952,57,1278,554,952,114,126,899
88,224,45,179,551,987,41,1383,551,987,117,142,935
91,192,36,152,626,994,37,1315,626,994,130,126,935
103,190,39,185,521,964,26,1292,521,964,101,133,878
90,188,29,182,578,922,35,1316,578,922,126,130,917
79,207,38,148,656,825,29,1282,656,825,132,142,889
91,214,38,179,540,854,35,1399,540,854,106,156,968
89,186,33,127,502,824,18,1300,521,856,100,142,906
85,213,32,157,509,722,28,1400,509,722,112,144,998
72,200,35,131,436,784,67,1375,436,784,158,155,1009
58,174,40,127,390,888,64,1389,397,905,176,144,1022
74,208,38,102,453,735,108,1419,456,740,169,162,1062
74,228,45,166,452,764,60,1480,452,764,140,153,1041
86,218,34,129,563,695,90,1520,563,695,117,177,1139
86,222,35,165,579,819,177,1464,583,824,121,185,1033
84,232,53,143,645,844,75,1543,645,844,129,165,1115
89,220,43,97,600,743,91,2036,892,1104,97,162,1010
83,237,40,177,470,807,93,1489,470,807,115,165,1035
92,283,53,156,508,831,93,1530,508,831,124,142,1038
104,254,46,187,602,941,106,1529,602,941,124,162,1042
85,256,45,203,529,932,75,1431,532,938,142,153,918
87,234,30,198,613,885,138,1447,613,885,108,163,985
98,274,32,225,653,913,106,1535,653,913,122,147,1004
88,213,28,143,588,841,87,1358,588,841,109,129,974
59,198,24,116,585,899,103,1315,585,899,130,153,977
79,241,32,172,634,952,82,1418,634,952,131,178,973
84,259,26,209,699,1185,109,1372,699,1185,104,171,878
75,256,16,182,675,1055,66,1411,675,1055,116,164,957
85,282,38,178,765,1122,104,1546,765,1122,132,148,1048
68,257,33,179,620,1110,82,1524,698,1249,119,161,886
79,268,32,176,578,1164,161,1415,578,1164,91,146,939
65,306,29,165,455,1070,122,1494,455,1070,115,164,994
69,291,34,213,461,1056,109,1451,464,1063,107,156,904
79,307,41,177,562,982,83,1553,562,982,105,171,1028
66,291,60,139,466,972,133,1439,466,972,131,165,949
55,267,37,125,365,1041,65,1356,367,1047,143,149,919
43,201,39,153,443,1099,98,1312,443,1099,138,194,919
72,284,54,201,518,1144,86,1531,518,1144,144,160,992
71,283,45,168,384,1038,66,1521,384,1038,110,171,1025
95,294,40,203,430,1133,60,1548,430,1133,106,162,1011
82,228,86,37,238,601,322,2758,465,1173,736,86,1062
66,271,79,21,274,625,337,2544,453,1033,734,96,1168
62,224,99,38,324,677,313,2064,486,1016,668,94,1015
115,232,107,70,493,561,256,2186,649,739,491,124,1251
103,278,165,72,460,337,349,2396,601,440,502,106,1319
84,219,89,63,380,490,239,1950,470,606,573,120,1206
64,197,31,94,498,1054,117,1356,498,1054,122,130,1034
76,242,33,163,586,1038,148,1640,664,1176,130,162,1010
80,240,30,150,553,1122,99,1413,553,1122,111,187,993
92,272,28,136,686,1074,115,1410,686,1074,119,167,974
54,277,36,114,525,1120,115,1381,525,1120,129,177,954
64,266,44,128,479,1145,92,1465,479,1145,127,150,1027
79,276,29,161,543,1191,169,1459,546,1198,126,145,984
79,280,32,146,595,1130,177,1433,595,1130,106,163,975
91,292,44,157,515,978,150,1459,515,978,78,162,966
83,275,32,148,499,968,96,1447,499,968,86,153,992
83,306,32,128,512,918,96,1499,512,918,103,177,1033
78,309,42,182,497,1249,110,1454,497,1249,126,166,921
65,172,48,106,499,816,43,1404,505,826,175,151,1061
66,170,39,62,456,938,39,1184,456,938,162,100,913
66,162,41,70,381,872,40,1214,381,872,149,124,941
65,188,42,97,502,877,90,1299,502,877,166,130,972
72,203,35,112,491,885,90,1405,491,885,174,126,1055
69,259,46,93,537,934,88,1372,537,934,157,120,974
72,205,28,66,479,988,44,1233,479,988,152,129,934
81,208,40,104,699,972,101,1284,699,972,150,136,932
79,250,47,129,598,911,114,1446,598,911,138,144,1020
79,230,52,71,478,888,101,1319,478,888,104,152,966
89,247,40,142,555,960,118,1524,588,1016,121,160,1010
82,216,35,134,469,962,92,1391,469,962,112,140,1006
81,222,41,110,471,864,108,1441,471,864,108,161,1068
64,219,54,85,526,767,134,1419,529,772,138,167,1052
80,195,50,66,530,719,150,1401,530,719,140,155,1090
81,263,60,114,515,839,187,1405,515,839,142,136,968
74,231,45,70,434,743,178,1408,434,743,132,109,1062
89,224,52,49,461,745,190,1382,461,745,137,146,1057
92,230,67,75,537,750,193,1437,534,745,139,144,1074
90,236,52,66,501,719,119,2056,738,1059,128,119,1042
77,236,48,74,435,830,140,1342,435,830,136,154,984
85,239,60,97,517,869,164,1412,517,869,147,165,1016
80,222,67,79,494,837,105,1465,494,837,133,160,1097
83,261,42,121,477,873,96,1457,477,873,152,159,1033
96,244,32,125,536,916,163,1388,536,916,130,108,987
76,238,28,122,526,936,162,1386,526,936,115,113,998
82,239,31,96,474,840,198,1338,474,840,138,124,972
86,239,28,97,530,860,144,1316,530,860,140,121,952
75,209,32,94,548,997,179,1301,548,997,131,124,966
65,240,43,79,502,1027,125,1345,502,1027,161,129,983
81,255,38,96,506,1025,139,1350,506,1025,112,125,961
85,288,37,138,497,911,103,1459,497,911,125,141,996
93,355,35,169,555,1011,175,2181,782,1424,101,155,989
86,293,25,123,637,1116,198,1775,717,1256,136,135,1137
82,297,29,129,554,1057,180,1445,554,1057,138,130,990
